y_arma11,y_arma14,y_arma41,y_arma22,y_arma50,y_arma02,y_arma11c,y_arma14c,y_arma41c,y_arma22c,y_arma50c,y_arma02c
4.079031639245426888e+00,-1.383046694106316643e+00,-2.344893313337678364e+00,-6.250943658791197066e-01,1.328692743772108553e+00,1.289696408214198620e+00,5.123872851709446508e+00,4.754158166466891267e+00,7.226677542929837550e+00,7.811349700243606975e+00,6.399961038027319304e+00,2.505802874791816404e+00
2.115568895475858469e+00,-1.285696195785905438e+00,-5.410382313438887536e+00,-9.582233749130679712e-01,-4.514660067096110119e-03,6.906817862356203763e-01,4.624298391542023268e+00,4.532322449938698483e+00,5.895034864771226069e+00,4.201755661206154180e+00,3.841171273307598000e+00,3.901458429730415567e+00
1.407990916849725771e+00,-4.315387699941466426e-01,-2.434441803202209265e+00,-2.143241193463119032e-02,1.991430048897706306e-01,-3.245252085642316153e-01,3.298440951207899374e+00,3.023850958378810461e+00,6.011888360633887984e+00,2.048413650493551952e+00,5.931427026305052586e+00,5.352527421085418347e+00
1.381153138273853553e+00,1.084288569595046825e+00,1.475497484267841219e+00,1.675123411059225242e+00,1.269439435330158350e+00,-1.045172753525086096e+00,3.103686242816811269e+00,4.080448938513448809e+00,6.668471493814188022e+00,3.319703108792884105e+00,7.769291575371815028e+00,3.920245059994244663e+00
2.468901196498200612e+00,4.531380836694007819e-01,9.757983087292942947e-02,1.159459620823442894e+00,1.329155575330689176e+00,-1.830503306089610316e+00,3.658159191813463718e+00,6.346035248965537612e+00,7.077166516280438913e+00,4.554699042844648105e+00,5.492605970846351937e+00,4.318612795940402371e+00
3.211626130273146806e+00,-2.190557335162672814e+00,-4.025770289739019070e+00,2.374106873340321999e-01,-1.204791600774974603e+00,-3.953349523769545404e-01,3.372537397371419665e+00,4.291890175742812730e+00,4.582735795002996326e+00,8.003629851130945383e+00,3.299960257085285065e+00,5.863216575797151719e+00
7.173325572515190096e-01,-1.440903136015097230e+00,-4.563025185706399256e+00,-7.098001117370973390e-01,-4.208258195771115151e-01,2.594451641987153057e+00,4.269616605460259784e+00,1.966875208797961960e+00,3.226094930911747038e+00,6.020287567355888214e+00,3.980251475991546606e+00,6.606646644611915420e+00
-5.344161775827541705e-01,6.575126326774392016e-01,-5.766210270892349055e-01,2.080044842860721221e+00,2.597569170595709132e+00,1.316246656649133762e-01,3.840933541237355975e+00,5.846674991729185145e+00,4.098018048564538773e+00,1.600830935090639340e+00,4.628502633768053265e+00,3.585462029244003368e+00
1.138068288338715872e+00,5.410281705276032138e-02,2.214383099182643644e+00,1.981718727958543980e+00,1.324496153816917765e+00,-1.821106292140853622e+00,2.401856988014751781e+00,6.656277522679868497e+00,4.283437503067081487e+00,1.384202228703339088e+00,5.999512681027482586e+00,1.528291132932185992e+00
9.991403387521696766e-01,-3.811617114262618733e-01,1.206231109078025332e-01,-2.586171993187720286e+00,-6.952960055817554164e-01,8.046298768301501925e-01,2.150521954723291884e+00,3.733293634828790175e+00,4.514158688834689848e+00,2.548048973349378521e+00,4.355070413414093622e+00,4.427199029031395838e+00
5.611440100001430231e-02,5.262380750425947884e-01,-4.953603576685280174e+00,-4.320037329811370341e+00,-1.907598969450934878e-01,1.078018569695111006e+00,2.658257906111644253e+00,4.382200981413503449e+00,5.859367423091468297e+00,4.029777956216626933e+00,5.067531354897734985e+00,4.945705073361552628e+00
3.301613052297283080e-01,1.746862891830231190e-01,-8.118789816136265713e+00,-3.003177430316123608e+00,7.712387043869173286e-01,-8.794142886128657466e-01,4.258293663630688286e+00,6.153065962604465255e+00,7.355119360103516968e+00,8.075010494827537855e+00,4.923466375553967822e+00,4.909788839978878272e+00
3.663509651997356009e+00,-2.874794400657883831e+00,-3.617695985036166295e+00,3.937863948442860362e+00,5.309231030866371492e-01,-1.234990868812363196e+00,4.339908625421151633e+00,5.340219971922238074e+00,5.515921408322084218e+00,7.798414613260440831e+00,6.873233673651917286e+00,5.826629709744591601e+00
2.863535086443184330e+00,-2.579467235640812373e+00,9.915726649245656388e-01,7.298812062776931064e+00,3.223797297234991532e-01,2.727270606602266056e+00,4.237569677073842023e+00,3.860558543165812484e+00,4.509396332971866705e+00,4.004854402537130653e+00,5.452430701800734525e+00,4.871357265495228184e+00
1.213134378267162194e+00,2.413579806889863677e-01,1.303675711696500095e+00,2.444639467618931139e+00,8.915073927774813667e-01,5.015301818356774355e-01,4.572111121969630432e+00,4.512712257921455361e+00,5.355957290748269983e+00,4.794247150280836145e+00,3.660108072753280872e+00,2.429556238521846101e+00
8.319915033095108825e-01,-5.188516244935168498e-01,-5.687570288109577099e+00,-3.038003124026212198e+00,-8.719733907399778161e-01,-1.464298441207599888e+00,4.048062396070275071e+00,5.403303064625879060e+00,6.407665900443154428e+00,3.134788283354405625e+00,4.228899286686077730e+00,5.406063202984769944e+00
9.700496358803372132e-01,-2.724024236513598485e+00,-7.053649446370279463e+00,-3.612813816796582422e+00,2.879464430993161628e-01,3.946224160478077891e-01,4.524770878655016482e+00,3.790844656041213234e+00,7.195887404329030623e+00,2.361511342912992362e+00,3.900621344854551253e+00,6.058011910665634048e+00
1.357224041730048292e+00,-3.094356072793469803e+00,-1.008363536011465111e+00,1.046340672032861185e+00,2.368592569932105540e+00,-3.138197009761437006e-01,4.525455283146967211e+00,3.669994645124985411e+00,6.551577792201502604e+00,7.779296198399536344e+00,3.376143193000717524e+00,3.340663942774611428e+00
1.202178532925514798e+00,-1.850307710282078411e+00,3.886862348001593581e+00,1.589445207794040638e+00,1.217857516123329376e+00,-9.122994252851901464e-01,4.653375618486451870e+00,5.177928739455077256e+00,5.315906173013113190e+00,6.297915587978544671e+00,1.981820108745978359e+00,5.388309049864337119e+00
2.245772790529634744e+00,-1.516478417599159689e+00,-3.673322539992259772e-01,-5.204825623456811323e-01,-1.025887496633735574e-01,2.428428862906994556e+00,4.180686233113284800e+00,3.392074251314660671e+00,5.699029251570543408e+00,5.296396093445561171e-01,4.542328457752607740e+00,6.241995262291350599e+00
1.441119035565789019e+00,-1.826409292124326900e+00,-5.940822212463316099e+00,9.652051478386654004e-01,4.052444759094278592e-01,1.610732939294483357e+00,7.038160704560359804e+00,3.766346935888272185e+00,5.999371763645894973e+00,1.156864407980374487e+00,5.145335831238891267e+00,4.119984700183874970e+00
-5.465696330630986921e-05,-1.719338771172416624e+00,-6.508425086827772432e+00,2.181828702209119619e+00,1.108177098201627686e+00,-1.781879468348538165e+00,4.807427395222168443e+00,4.255280106544435448e+00,7.009375617216063503e+00,5.319221720194350134e+00,4.137737097068861836e+00,3.233320057309073015e+00
-2.661176385278094525e+00,-1.395987375772736572e+00,-1.270103392180482293e+00,1.110821262560730549e-01,-1.029079612725555704e+00,-1.728302907832516833e-01,3.457531085129489146e+00,7.444270232949445898e-02,4.591567366097629943e+00,5.417009442651861129e+00,3.131299035156449584e+00,3.515272342145693507e+00
-4.686224156394166229e+00,-1.850331606786910887e+00,2.184759340112722548e+00,-2.041081623865537598e+00,-1.542782696707952095e+00,4.958978337833580552e-01,3.116982008029290707e+00,1.386033864121762438e+00,3.652533172280717277e+00,4.691688663117650648e+00,4.512583138494862922e+00,4.507587864330768745e+00
-5.026691791720129920e+00,-9.200819435921131495e-01,-3.295321237037073248e-01,9.793109676417566245e-01,7.543043591655398394e-01,-1.011195992545088629e-01,3.457098235710537537e+00,6.072136861732305491e+00,3.598198391522849704e+00,4.228970068897724310e+00,4.217642302531045218e+00,5.607026952466911851e+00
-3.511138640213175677e+00,-9.744145346579490274e-01,-5.043254897882221144e+00,6.789267989097658162e-01,3.161919450570618739e+00,-1.171798760336695056e+00,5.461214551316098564e+00,5.287352572723380106e+00,4.399439539341724270e+00,3.500205802814739364e+00,5.656071780409133609e+00,4.741463207851571049e+00
-3.703237619293762606e+00,-4.488315090217093406e+00,-4.263381366707646336e+00,-1.872655445832931420e+00,1.413418391066827429e-01,-5.997420261799208951e-01,6.633267216554529888e+00,2.943362263037925697e+00,4.342340090444274381e+00,4.751667085587318873e+00,4.529073913784968042e+00,3.139337629007510788e+00
-3.100678161902563179e+00,-2.501030560910059375e+00,3.785869496888828040e-02,-1.776633578233102195e+00,-6.457530033435663341e-01,3.069899785414676785e+00,5.720232385386712970e+00,5.392964007325415032e+00,4.158870978293465193e+00,5.953350079983978915e+00,3.232746935335669036e+00,5.658934085315204143e+00
-3.347081575849270241e+00,-1.875566408155557863e-01,1.373805813135958065e+00,-1.175124539027547321e+00,-3.084582261338173481e-01,2.304849343261525796e+00,5.650071425020970040e+00,4.727432440567961081e+00,1.757391563622786812e+00,5.363571028525146112e+00,2.433652791019824235e+00,5.946684745186741949e+00
-2.549657823098020692e+00,-1.580664376558950313e+00,-2.049692467577199473e+00,1.306927984545027899e+00,4.255303096775275296e-01,-2.131719678615784375e-01,6.492867362025509514e+00,1.882685262636422330e+00,4.711271395093374892e-01,5.254387646473789530e+00,4.361070860586611531e+00,6.288490364663671173e+00
-4.155153224244512167e+00,-1.638103590486665206e+00,-6.264898634428782920e+00,1.951636392749369175e+00,-1.053489723650152143e+00,3.729657763428335659e-01,6.853313246252220381e+00,3.201130691610447609e+00,2.033728470151814793e+00,4.500078973468650823e+00,4.296945244227881489e+00,2.029974511760805456e+00
-4.141704456103339815e+00,-1.009012869991860128e+00,-5.401447994645364403e+00,-2.514643434433179170e-01,-2.706026508554485677e+00,3.268482030258669235e-01,6.328235046023614530e+00,4.065915530392780752e+00,5.646001626406993879e+00,4.280884981122723865e+00,3.923160234900610277e+00,-2.746902120133274394e-01
-4.718113904319100271e+00,-1.802684091603253602e+00,-1.506657146317793128e+00,-1.004083775292140324e+00,-2.609366810774318424e+00,7.097452710287838196e-01,5.863057920820553548e+00,3.192879991044643706e+00,4.833576665416503104e+00,4.142242653072422343e+00,3.255009115094919636e+00,4.959172727951663973e+00
-5.049019775254446785e+00,-1.381563077028357345e+00,-3.607815631934928047e-01,1.537058909742779811e+00,-2.307742759492474427e+00,-1.690775288074841898e+00,5.308433259777813440e+00,3.269680422232153827e+00,1.538660360555280437e+00,1.342948121733243294e+00,5.136919446565984870e+00,5.150108154036455943e+00
-5.433552651702445502e+00,2.818885562711461595e-02,-3.279417244823288780e+00,1.545791434687723953e+00,-1.477440056825851222e+00,8.359621473279092996e-01,5.133107815890593173e+00,2.991393703367608570e+00,-1.508745328376193129e-03,2.571244256838248088e+00,4.478464671550294263e+00,3.667520676780307909e+00
-4.246275329602492654e+00,-6.130663520806219902e-01,-5.845062440614009702e+00,-1.952098650681894920e+00,-1.746264638512076361e+00,4.958869789032507303e-01,5.315079959506445739e+00,3.972743925412632215e+00,2.793269678504993969e+00,5.584940290483441316e+00,3.892535432986085731e+00,4.697240467623889693e+00
-2.706499974809537967e+00,3.924922185885181269e-01,-4.105156923265348645e+00,-2.044592367564284530e+00,-3.178980144414182973e+00,-1.493057516814380037e+00,5.021757939751064548e+00,6.339447365323519712e+00,4.945394441279042930e+00,5.264834653484440352e+00,3.886343321092996739e+00,4.424725523759203583e+00
-2.651467077068968337e+00,2.492099512157600394e+00,-7.841257565010855135e-01,-1.377536061630622699e+00,-3.839461700572829983e+00,2.582115106873133392e+00,5.587764431662366249e+00,5.405066853022743700e+00,3.860237202046897576e+00,4.107108869533949047e+00,5.487652977036795221e+00,4.996723475156893635e+00
-1.921174944783671457e+00,9.412006395738453657e-01,-2.625864606616614139e-01,-1.331777564711734918e+00,-3.478711161053920531e+00,3.905701109020744077e+00,5.133713232906468527e+00,4.494368763835435487e+00,1.307926951608490818e+00,3.830865832317300601e+00,5.178034455680792902e+00,4.871516117668107881e+00
2.481098347911347979e-02,4.798757746073647468e-01,-4.210669215598828785e+00,1.519657317589790058e+00,-2.204219357018443404e+00,6.409508337405409595e-01,5.855966104246856929e+00,4.718316150574986878e+00,-1.208460825345432532e+00,3.876182703520312245e+00,5.371607561800637143e+00,4.279769579332299401e+00
5.608947015146614756e-01,3.307660883373833016e+00,-5.302269633643058810e+00,1.154513370240555892e+00,-2.508472975056526444e+00,-9.069255698958078593e-01,7.453500872994089477e+00,6.136685070718774782e+00,1.577779596919128835e-01,5.811348619317231012e+00,4.013359064508622787e+00,4.274173284761452862e+00
6.918019772089871733e-01,1.466478696550987060e+00,-3.621146700997774914e+00,-1.135210265489079218e+00,-2.270093923835809324e+00,-2.154054312539678939e+00,8.548631459854339809e+00,8.580677927587142761e+00,3.573725713298052664e+00,7.419094220950942287e+00,2.303293360327956396e+00,2.738280109656968442e+00
5.933258203294379252e-01,-1.131123560438463294e+00,-1.605861339065546733e+00,7.302998686819985874e-01,-2.052409032866207905e+00,8.576733138557379732e-01,8.266456399981672476e+00,6.358139262462048080e+00,2.805261999954582031e+00,6.240747420223196507e+00,3.704750869121015366e+00,4.521147653224271146e+00
1.445654395659279334e+00,2.089564369019220602e-01,-6.108205565391249259e-01,1.528236749888444379e+00,-2.038589923301223017e+00,3.072549047348906104e+00,6.531145968474424635e+00,3.659707778937812517e+00,1.361490758831767067e-01,4.413772251719586315e+00,3.702561277299750042e+00,5.074465917376252300e+00
2.763119467305571675e+00,1.169930847882693303e+00,-3.410135203575566987e+00,1.227364972010502875e+00,-3.034243912264597220e+00,-2.259853471281571657e+00,6.228711353324530187e+00,5.390345214270871210e+00,-7.765975881852327234e-02,3.032668654013583875e+00,3.620297372992901774e+00,3.283416564361951284e+00
1.617596157559101577e+00,9.274198691471613465e-01,-4.341813534124731255e+00,1.443200242866820027e+00,-1.215922849984176546e+00,-3.882836332642096711e+00,5.969829029753539906e+00,7.359973068273208519e+00,2.975172798878382707e+00,3.885288949269857905e+00,3.261339717609219591e+00,4.941919813889841251e+00
-6.576508653258905657e-01,1.632997792991522701e+00,-4.102480222204741622e+00,-2.327795448610795681e+00,-1.266255394890709374e+00,-1.779812888348156319e+00,3.960817346595896460e+00,7.353020846842392544e+00,4.432314530601575875e+00,6.348169316565152265e+00,2.502149813883460361e+00,6.128471791598121499e+00
-1.013240803735802720e+00,-8.014628681214885919e-01,3.914986840899608023e-01,-4.182871213923220921e+00,-2.436187298675244417e+00,9.875968433588133699e-02,4.923257732371997264e+00,5.474074476059730188e+00,2.808478061409179993e+00,6.312024025740812228e+00,2.064002107289165000e+00,4.387602522912947833e+00
6.197151744087525671e-03,-3.149234092173039290e+00,-1.654102488856168396e-01,-3.412852847139776769e-01,-1.374484405133386211e+00,3.008339685703273148e+00,7.066411960496671973e+00,5.893878504480789537e+00,-6.355295163345058285e-01,4.776525929809087856e+00,1.379400472880342399e+00,2.425387915421347351e+00
-3.904493631610488347e-01,-1.264212846324544781e+00,-2.225130675970304672e+00,3.537047195554293033e+00,-1.110739285306775681e+00,1.763013865152736503e+00,7.669229880295137747e+00,7.033887082352526576e+00,-9.855532089657677020e-01,2.673791490967353468e+00,2.979947600959134135e-01,4.784590574609719482e+00
3.385595454556619144e-01,8.543168756601032809e-01,-3.998827467911055589e+00,2.792529087814373145e+00,-8.980532521212727382e-01,-3.434307464143248279e+00,6.673272479165506255e+00,3.658839214659448835e+00,2.051941196236152010e+00,1.813070366847800763e+00,1.733569923426339532e+00,6.495342894923719967e+00
5.457907858885177044e-01,1.406319903308074881e+00,-4.003999994455309519e-01,7.598421744986119108e-01,-2.194432074523071652e-01,-1.521827718638907589e-01,6.771372674723006746e+00,3.146117206284628320e+00,5.052401051425629674e+00,3.103934056600683000e+00,2.788192216146352820e+00,5.148535415200887755e+00
4.558412795895108172e-01,1.104444297834388106e-01,3.593332594690472170e+00,-4.491949968717320330e-01,-1.249186860862924187e+00,4.848963876141733631e-01,7.417506132955815623e+00,5.706804425219697663e+00,1.215304517010837859e+00,4.780543049014910117e+00,1.268904798642988663e+00,4.344918043171323241e+00
1.029599828608850798e+00,-3.071971053391178708e-01,3.348362969849801640e+00,-3.252650131375099285e+00,-7.798963774535210280e-01,7.979538575667203260e-01,4.762983994516790887e+00,5.907165620073715040e+00,-2.723269413874936262e+00,4.328361348759194094e+00,2.685950096418174837e-01,3.347897102570498884e+00
1.859740361719270263e+00,7.446068548254569652e-01,-5.897576147674848945e-01,-2.397830480271298192e+00,-2.495209820399826750e+00,4.455774218736996417e-03,2.135666466920343343e+00,5.503827401310089407e+00,-2.574279522444244961e+00,4.861401535483356184e+00,1.201085947131324438e+00,2.655449252937117421e+00
7.374741802790536482e-01,2.322398825206866135e-01,-6.388607919241395816e-01,1.558201954142270695e+00,-1.169242667594004637e+00,7.156079652442062233e-01,1.209797746695326470e+00,3.280608636259185751e+00,2.433976210884714053e+00,6.860566217677655843e+00,3.428522783072619262e+00,4.354001919376115026e+00
1.950582162144144371e-01,1.650484120201193838e-01,9.187050848428088834e-01,2.397232901981297459e+00,8.846211368723222446e-02,1.915130839190936074e-01,2.395860524137094050e+00,4.892194719829085159e+00,5.158820345845165356e+00,6.636110962149698977e+00,3.735949827975017179e+00,6.185136809968994065e+00
-2.166162878878472142e+00,3.580732411560659245e-01,3.184832216671074079e+00,1.162138682750387453e+00,3.518870334769913510e-02,-1.993834323159580979e+00,3.195440828486001195e+00,6.371795030099142387e+00,3.311349987162779396e+00,5.273050129739965008e+00,3.450213330997203176e+00,5.173169406007716020e+00
-3.083572858198748712e+00,2.049828050997768880e+00,1.369940080228404966e+00,-1.968064312283657191e-02,-1.465151629194636929e+00,4.167797826275298489e-01,3.621458553235387345e+00,5.113646283697613981e+00,-2.572042403930124621e+00,3.535381998201279075e+00,4.275033910035618945e+00,4.819187497449219038e+00
-3.759345714741513689e+00,3.866920217978569774e+00,-2.103677830170176843e+00,-4.413827482702351035e-02,-1.884494713061559690e+00,-1.664631160098111740e-01,3.824917394299513163e+00,6.739145715447541818e+00,-1.224305480377220867e+00,2.002436272864535738e+00,4.451854545236884952e+00,5.366281616039342950e+00
-4.578524685542856076e+00,1.778297781524767585e+00,-2.342573708673763022e+00,-1.198012191420462447e+00,-1.087814814573651923e+00,-2.086338604224302173e+00,4.904593866914863654e+00,6.667415099684595781e+00,3.719124336327231717e+00,5.253414586500423589e+00,3.973608202969440839e+00,3.507768606291574276e+00
-2.825684221751323832e+00,1.017035095562613956e+00,4.304519462972637434e-01,-1.308161149994459205e+00,1.808840797870643780e+00,-7.167306005669666913e-01,5.610262983927929881e+00,4.565759051248619471e+00,6.723464872045028073e+00,6.383075616093323745e+00,4.233965708217839463e+00,3.808504549699757824e+00
-1.019503719482324655e+00,4.065875506696979613e+00,1.787319612937320779e+00,3.785871797822473184e-01,-4.859598417414792149e-01,1.860761205100296634e+00,4.634366340916597160e+00,5.953031621103274773e+00,2.001161800363862930e+00,3.602337542990413866e+00,3.525568024920475274e+00,4.793193174110071730e+00
1.786485900516896486e-01,3.602429925837668634e+00,-3.578127110716021464e-02,1.737775079834363190e+00,-2.223910956932633187e+00,-6.312674771699231524e-01,4.791120446589096638e+00,6.647638521125486477e+00,-3.934713074554867518e+00,3.509959809463994773e+00,2.288498110193317281e+00,3.623256074928376869e+00
1.377030533515761768e+00,1.868948230854070580e-01,-2.055257803764826807e+00,3.105518687464257521e+00,-2.031096529580536103e-01,-1.283138892990953739e-01,4.735750670689223618e+00,6.241461733830655056e+00,-2.176226623923147585e+00,3.986486597268589449e+00,2.201362078044586390e+00,5.134844960398845970e+00
8.802257136493027989e-01,6.991610167673090181e-01,-9.424059896640493150e-01,2.691141223314705844e+00,5.549848900595336643e-01,9.033152868585698769e-01,6.019697038791218979e+00,6.081796153028275143e+00,3.477088450765858596e+00,4.767849061984209769e+00,2.942893996062047268e+00,6.421923977825514385e+00
-1.381855267987889269e-01,3.358675920631862155e+00,-1.269793476586484893e-01,-1.901853822405959127e+00,-6.386590191962148166e-01,9.989271146097631338e-01,7.635877472799798227e+00,3.757307194184470234e+00,4.359092498585787290e+00,4.700958837177121374e+00,3.883273996083135060e+00,3.670302715800173754e+00
-1.242603731882978346e+00,1.179047161150432732e+00,-6.655607401898910869e-03,-3.935150388695540347e+00,2.071500264828483040e-01,1.416157323149925595e+00,6.199934806643138785e+00,3.645732419870664209e+00,2.646933395806208011e-01,3.664391908397746533e+00,4.501513758231745932e+00,2.208611795199703742e+00
-1.980575304377616641e+00,-1.023312785625449362e+00,-1.076612247841705283e+00,-1.100154803106146773e+00,3.105740538097447878e-01,-1.219956835939274731e+00,5.805317603722761177e+00,4.728494949076917919e+00,-3.770431797980792865e+00,4.421206940584859524e+00,2.599085846756127083e+00,5.651612737237668327e+00
-1.516710654879326103e+00,-2.323655834268083531e-01,-1.979048757027759287e+00,1.308402345296668212e+00,4.294516415566843603e-01,-2.959675111221925503e-01,7.029773949233700137e+00,3.801580229547635970e+00,-1.745096512269221023e+00,5.483005158758310849e+00,3.949109605587119098e+00,7.534620038935655018e+00
-1.008203449196294788e+00,1.018038906638927266e-01,-1.753742555218650745e+00,1.038464361603437469e+00,-6.402963602107260010e-01,-6.128757175426360337e-01,6.356158567751506894e+00,1.796323243505194789e+00,2.363618419278969540e+00,5.121392245046798131e+00,3.177370768889981267e+00,4.039345223032076326e+00
-1.895911417887634620e+00,-1.353493576124875197e+00,-4.044122617485268467e-01,-1.680421006422703423e+00,-2.941734439100744392e-01,-1.290065374186450287e+00,6.494096475458992934e+00,3.748179576591863071e+00,4.345436684232513613e+00,6.504187099950051731e+00,4.161836780587097273e+00,3.639340715987385177e+00
-1.010428440734556510e+00,-2.913311355246178458e+00,2.987635913468410231e-02,-3.279635424953385225e+00,-5.459629222529611692e-01,1.379276987703866642e+00,6.519992428468716739e+00,3.821967605340175211e+00,-1.366874441741661173e+00,5.596444265884471747e+00,3.368739435092725110e+00,4.269651927955164794e+00
-3.836429733507790152e-02,8.992082546887900651e-01,1.676376391647645958e-01,7.869692148824878331e-01,1.483872795671443257e+00,-1.291049843292832566e+00,6.845329173990874594e+00,1.840953010689554414e+00,-4.601262519633495529e+00,2.963292356885109502e+00,4.284365403802065764e+00,3.582885009051824721e+00
1.133727084981246636e+00,1.667861749572196128e+00,-1.002822474434479805e+00,4.399034951128378168e+00,7.289220369490916340e-01,1.313710382185457659e+00,7.786877049577780596e+00,2.650399780779336911e+00,-2.175503178058279197e+00,4.858432397219559107e+00,3.588870920164624501e+00,3.967739611535218369e+00
3.028928456183230367e+00,-2.343504079657432904e+00,-1.735220721547379163e+00,1.502014569001267175e+00,-2.000598529814214821e+00,3.063481019302902730e+00,8.711264538275468539e+00,3.939224384803575507e+00,2.306019998494043044e+00,3.869607166962059530e+00,4.493807489500436070e+00,5.438974973144797609e+00
1.912884418398078434e+00,-1.017257808087804527e+00,-1.563967274598344614e+00,-5.979828118169634443e-01,-1.818763994069724443e+00,-8.957388571460802584e-01,7.842133100651661692e+00,4.706804462653856547e+00,2.062018851046009793e+00,2.013173749054140593e+00,3.174823864850833566e+00,5.055864408312224612e+00
1.936123025836812506e+00,-2.881807603031398823e-01,-6.322762488805152570e-01,-2.405318421708155241e-01,-1.117212170935864696e-01,-2.089224422518605184e+00,6.859814222292866859e+00,4.305888056446495860e+00,-1.504652401585079957e+00,2.724891608993822878e+00,1.953893529791669970e+00,5.706103435960124592e+00
1.618221552723499768e+00,-8.002646754975277776e-01,-1.541544171952438758e+00,-5.183997404836990786e-01,-1.770290809661849929e+00,-7.887086637616680385e-01,5.784084225940442359e+00,3.699792675914003404e+00,-2.693492530826771869e+00,3.368124005382250985e+00,3.150094770688928847e+00,3.256005576777363686e+00
2.080028156160730113e+00,1.305113373605160998e+00,-1.579242564349136346e+00,-1.031759963327423035e+00,-2.296390069112169030e+00,1.113842869659726453e+00,4.258537816670777687e+00,2.666290978369139530e+00,6.042940022593139560e-01,3.276888245125996413e+00,4.134579687760838063e+00,3.667555485766595069e+00
2.067576750771584759e+00,1.650518389633325311e+00,-4.526871086243589026e-02,-5.336818663506124327e-01,-4.757304941173887691e-01,-2.213097572202314289e+00,4.381036304112623014e+00,3.610682949304262923e+00,3.614310001038992581e+00,3.483275795388367513e+00,3.583129797372695435e+00,6.389563758440964136e+00
3.786017738921322096e+00,-4.475021169250421038e-01,1.094641211652286561e+00,1.816604243070493174e+00,-4.137960824756629630e-01,-6.128853266638312203e-01,4.872969010800280110e+00,4.909625339754276396e+00,2.644042578184392145e+00,4.099073312922418388e+00,3.757909776778407540e+00,6.151163093415396688e+00
3.483896602799633424e+00,-1.711015863873070142e+00,-5.104956170019500084e-01,2.859627247942449380e+00,6.568479639301256778e-01,2.204250097643947193e-01,3.773568767145410341e+00,5.060001513972095744e+00,-4.371107711584038213e+00,4.335962442428765939e+00,2.918503197900284896e+00,5.090574584299498717e+00
